x-coordinate,y-coordinate,axial-velocity,radial-velocity,uu,vv,uv
5.0,6.123234047e-16,0.1750012331,4.237947596e-05,0.002675158839531214,0.002246529821475563,7.330118699159937e-06
5.0,0.005204005374,0.1749930054,8.375156187e-05,0.0026751230377980014,0.0022443896412223953,1.4629606863231545e-05
5.0,0.01033966345,0.1749687583,0.0001634634293,0.0026750173144379783,0.002245513513476874,2.9003493044077682e-05
5.0,0.01540787221,0.1749291441,0.00024168396,0.002674844766692805,0.0022469124625181746,4.315253540261096e-05
5.0,0.02040951739,0.1748747849,0.0003200707281,0.00267460785799101,0.0022457071381948943,5.710211165048853e-05
5.0,0.0253454732,0.1748062947,0.0003972139928,0.00267430850824399,0.002246299177049816,7.084624061247667e-05
5.0,0.03021660239,0.1747242732,0.0004732567952,0.0026739487456998922,0.0022465753373915277,8.438360827502484e-05
5.0,0.03502375636,0.1746293061,0.0005480941132,0.0026735304143177562,0.0022469881389330006,9.771236721476409e-05
5.0,0.03976777532,0.1745219648,0.0006217669727,0.0026730552481167157,0.0022473840995799613,0.00011083150867224317
5.0,0.04444948847,0.174402806,0.0006942584844,0.002672524860789809,0.002247843129006976,0.00012374015573038007
5.0,0.04906971409,0.1742723721,0.0007655694489,0.002671940770886776,0.0022483362744907948,0.00013643780127692222
5.0,0.05362925975,0.1741311909,0.0008356968228,0.002671304406290695,0.0022488676298636273,0.00014892421051975927
5.0,0.05812892238,0.1739797756,0.0009046414856,0.0026706171213831667,0.002249430931846566,0.00016119942393754842
5.0,0.06256948846,0.173818625,0.0009724049096,0.0026698802024485383,0.0022500244502109967,0.00017326373074354233
5.0,0.06695173415,0.1736482233,0.001038990116,0.002669094876418409,0.0022506448676552658,0.00018511766412337136
5.0,0.07127642538,0.1734690408,0.001104401256,0.0026682623202423377,0.002251289497995743,0.0001967619873921073
5.0,0.07554431806,0.1732815331,0.00116864363,0.0026673836660160697,0.002251955380827999,0.00020819767212131956
5.0,0.07975615815,0.1730861421,0.001231723654,0.002666460010017358,0.0022526401132221424,0.0002194258735450948
